st_gene_id	gene_id	gene_symbol	read_count_BN5_1_1	read_count_BN5_1_2	read_count_BN5_2_1	read_count_BN5_2_2	read_count_N5_1_1	read_count_N5_1_2	read_count_ctrl_2_1	read_count_ctrl_2_2
G10090_16887	72267	Lrrc8e	24.45	12.7	16.49	22.42	14.25	10.34	6.26	15.42
G10090_11062	235044	Plppr2	143	108	123	161	193	192	13	11
G10090_24173	235527	Plscr4	295	295	935	1089	179	163	11	41
G10090_22334	73132	Slc25a16	422	375	200	240	350	290	302	260
G10090_5667	242607	Slc1a7	12.2	16.61	15.09	20.14	17.87	11.53	16.24	19.19
G10090_6589	66576	Uqcrh	2105	1793	958	1151	1808	2270	1681	2033
G10090_10913	71990	Ddx54	3080.97	2718.98	1678.96	2306.78	2791.9	2896.86	2995.72	2802.91
G10090_30826	14281	Fos	17126	15829	11962	20515	17989	18469	23381	22602
G10090_185	50768	Dlc1	171.01	109.06	99.05	206.19	122.97	113.79	11.68	10.87
G10090_28671	22629	Ywhah	3710	3196	3037	3814	4025	4224	2399	2839
G10090_3126	231386	Ythdc1	3766	3551	4103	5943	4671	4458	4164	4222
G10090_25139	15399	Hoxa2	0	0	0	0	1	0	5	0
G10090_11490	67035	Dnajb4	1216.2	1082.12	1313	2103.93	1176	1190.65	1394	1467
G10090_8689	230752	Eva1b	525	463	133	187	467	646	380	360
G10090_29557	547097	B020011L13Rik	2	1	0	2.04	0	0	1	0.98
G10090_2454	171286	Slc12a8	110.57	92.59	88.31	94.26	168.73	152.17	7.85	13.56
G10090_29310	67211	Armc10	1197	1113	926	1012	1146	1234	1271	1202
G10090_27037	19285	Cavin1	13	12.96	3.07	8.13	13.05	19.08	3.67	3.47
G10090_1985	103978	Gpc5	0	1	0	3.25	0	0	0	0
G10090_25988	56458	Foxo1	5906.01	5058.33	4824	6387	5147	4959	7980	6827
G10090_32115	101055837	Gm38434	1	0	0	1	0	4	4	2
G10090_12529	78832	Cacul1	1511	1334	1254	1852	1790	1702	2126	2189
G10090_570	15216	Hfe	38.73	51.41	68.11	71.19	79.41	72.46	68.61	78.77
G10090_4646	67212	Mrpl55	305	252	160	161	230	271	220	214
G10090_26694	17167	Marco	0	4	7	8	1	3	12	16
G10090_23862	66965	Ctu2	700.73	593.03	493.67	584.32	504.07	579.03	806.67	768.61
G10090_3989	22710	Zfp52	897.06	881.58	724.23	872.64	704.31	653.93	346.79	359.56
G10090_30902	66114	Dnajc30	309.77	262.27	180.27	266.99	325.93	349.19	325.06	255.57
G10090_24279	14998	H2-DMa	236.1	198.36	176.01	189.6	617.34	701.49	1495.29	1144.3
G10090_18189	74022	Glyr1	4328	3705	2440	3075	3706	3787	2782	2733
G10090_19006	68159	Stx19	0	0	0	0	0	1	0	0
G10090_88	23885	Gmcl1	579	478	594	693	604	585	569	502
G10090_25476	100503280	Gm38425	0	0	2	0	0	2	1	2
G10090_33703	100637	N4bp2l1	1186	1020	1045	1360	754	798	1015	969
G10090_13361	20287	Sct	0	0	0	0	0	0	0	0
G10090_2795	22634	Plagl1	336	434	496	716	678	644	11	35
G10090_8231	330721	Nek5	0	4	3	0.37	0	0	1	1
G10090_3545	12821	Col17a1	1	1	0	2	6	13	1	0
G10090_33225	108167332	Gm45943	3.99	0	1	7	2	1	0	8
G10090_8317	104725	Sptssa	717	686	753	761	763	806	649	672
G10090_999	60525	Acss2	153	150	517	544	317	311	1430	1198
G10090_19031	20933	Med22	685	644	351	416	792	760	423	475
G10090_2507	66580	Esf1	695	585	576	645	618	491	616	570
G10090_15015	241694	Ralgapa2	1015.25	855.53	1105.18	1514.45	1067.12	925.67	893.29	846.5
G10090_22813	72726	Tbcc	142	113	105	146	173	194	124	165
G10090_9838	27204	Syn3	29.45	28.45	28.17	34.09	31.18	27.36	27.04	20.44
G10090_7057	52245	Commd2	561	411	279	319	426.12	467	337	403.03
G10090_4515	22116	Tsks	0	1	0	1	1	1	0	0
G10090_17759	99899	Ifi44	5.36	7.31	193.35	61.07	26.85	38.76	767.83	464.41
G10090_32559	94227	Pi15	49.79	44.87	30.11	59.55	59.07	46.21	41.53	37.03
G10090_19176	68510	Ints1	2595	2405	2045	3157	2775	2428	3162	2668
G10090_33710	79560	Ublcp1	577	472	252	306	589	589	225	240
G10090_27334	13653	Egr1	3513	3249	2833	4069	9505	9427	7077	5056
G10090_23678	94178	Mcoln1	535	538	487	609	560	559	733	695
G10090_17478	56173	Cldn14	0	0	0	0	0	1	0	0
G10090_28448	17842	Mup3	1.99	1.99	0	0	0	0	1	0
G10090_18313	13864	Nr2f6	308	266	386	452	270	326	107	124
G10090_22507	22352	Vim	10627	9877	6508	7864.99	13650	14282	6585	6174
G10090_1069	100041262	Gm3239	12.47	10.25	3.08	5.23	5.21	10.2	2.59	3.62
G10090_6038	16768	Lag3	6384.58	5406.42	1401.38	1454.88	4541.17	4949.12	288.47	172.48
G10090_18253	11451	Acrv1	0	0	0	0	0	1	0	0
G10090_11058	23827	Bpnt1	414.43	382.42	438.55	511.78	455.19	417.28	366.2	358.99
G10090_25513	11928	Atp1a1	16243	13169	8969	11225	11326	11055	11115	10840
G10090_28132	74600	Mrpl47	145	137	58	99	155	136	102	116
G10090_11005	319710	Frmd6	614	477	560	749	297	273	336	314
G10090_19565	15490	Hsd17b7	126.08	95.03	123	128.96	173	139	149	150.02
G10090_21829	218952	Fermt2	0	0	4	0	0	1	1	1
G10090_27165	83921	Cemip2	205	147	159	258	558	470	37	43
G10090_10633	218734	3830406C13Rik	803	686	470	496	693	658	243	291
G10090_22897	15018	H2-Q7	9633.32	7967.47	11669.6	13499.63	8130.95	10015.22	13946.24	11906.15
G10090_25269	216984	Evi2b	2275.8	2048.19	2359.4	2746.79	1797.23	1975	2095	1973.26
G10090_29050	12835	Col6a3	0	2	0	0	0	3	4	1
G10090_3764	545622	Ptpn3	93	86	4	10	137	141	5	5
G10090_10381	225594	Gm4841	10.23	21.92	153.74	120.14	23	31.07	482.31	404.41
G10090_9650	12048	Bcl2l1	1708.85	1593.08	575.77	722.19	1595.57	1799.24	455	482.29
G10090_31438	11370	Acadvl	964	918	484	632	1075	1084	966	1021
G10090_26013	13169	Dbnl	3842	3164	2494	3097	3508	3834	3369	3192
G10090_10871	211134	Lzts1	7	9	16	17	41	34	14	7
G10090_821	18633	Pex16	286	281	281	328	264	256	304	348
G10090_2292	17228	Cma1	0	0	1	1	2	5	0	0
G10090_7090	106298	Rrn3	1212.67	1063	760.01	1005.04	1028.27	1061.59	1312.32	1174.05
G10090_11842	69369	1700017D01Rik	0	0	0	1	0	0.99	0	0
G10090_1208	98376	Gorab	100	101	105	141	119	152	124	179
G10090_4591	73122	Tgfbrap1	1276.97	1075.97	1162	1498.99	1234	1231	1300.99	1198
G10090_10443	237759	Col23a1	14.74	12.65	7.54	11	23.35	23.04	150.01	149.93
G10090_5556	100041420	Gm3325	166.19	153.1	149.71	149.79	168.39	169.5	60.01	77.34
G10090_5493	109082	Fbxw17	217	216	202	273	196	221	117	128
G10090_26245	319293	Gpr141b	3	4	8	21	15	15	15	16
G10090_588	241308	Ralgps1	151	136	311	395	297	292	183	196
G10090_18788	54411	Atp6ap1	2192	1812	1819	2022	2136	2299	2291	2007.46
G10090_19353	435684	Shf	261.64	215.1	109.16	119.02	141.33	168.99	150.81	171.1
G10090_19342	68178	Cgnl1	1	0	2	1	1	0	2	0
G10090_28934	67486	Polr3g	183	171	125	162	199	188	221	187
G10090_4783	102635744	Gm28729	0	0	0	0	0	1	2	1.14
G10090_19149	19216	Ptger1	176.59	221.16	195.45	369.94	279.44	195.78	474.08	476.53
G10090_25588	50783	Lsm4	1570	1361	734	797	1411	1575	1359	1310
G10090_1388	321000	Lrif1	533	484	645	769	477	470	684	702
G10090_27244	19378	Aldh1a2	1	0	1	1	3	6	0	4
G10090_11710	75909	Vmp1	4303	3878	4227	4480	2689	2885	872	912
G10090_1734	226101	Myof	12	11	11	24	22	28	23	15
G10090_25730	12097	Bglap2	1.37	0	16.86	0	0	0	0	0
G10090_33316	23924	Katna1	928	795	885	1115	894	980	887	923
G10090_4223	210035	Nemp1	555.7	519	403.98	498.2	471	409	340	332.78
G10090_24425	110095	Pygl	7	7	36	57	92	92	31	32
G10090_17251	14590	Ggh	82	72.1	73	80	205	210	172	174
G10090_25747	57319	Smpdl3a	3132	2909	3110	3778	3124	3214	1907	2290
G10090_20707	100038860	Olfr239	0	0	0	0	0	0	0	0.5
G10090_20162	258511	Olfr523	0	0	0	0	0	0	0	0
G10090_5938	193385	Ripor2	6911.6	6308.65	6929.03	10683.14	6165.81	5666.76	7502.33	7984.28
G10090_9957	109241	Mbd5	344.27	327.94	193.86	297.02	328.81	282.23	278	297.59
G10090_9894	217705	Fam161b	35.75	44.19	57.88	66.79	69.94	58.51	71.96	90.69
G10090_8867	207952	Klhl25	525	439	425	550	458	440	463	507
G10090_12423	209692	Dhtkd1	69.08	68.11	65.64	134.86	104.11	94.3	99.08	105.7
G10090_8903	214597	Sidt2	7523	6921	4787	6533	7784	7593	9485	8701
G10090_28721	56369	Apip	109	82	49	53	123	143	50	73
G10090_22396	66569	Gdpd1	14	13	11	17	30	45	12	8
G10090_6798	12815	Col11a2	62	64	53	41	83	69	534	460
G10090_6275	246049	Slc36a2	0	0	0	0	0	0	1.06	0
G10090_7603	14709	Gng8	0	1	0	0	1	1	0	1
G10090_27195	67836	Wdr83	223.86	210.95	124.17	149.79	247.44	242.19	185.12	187.27
G10090_7887	66278	Smim20	370	313	360	360	360	465	296	269
G10090_14268	245381	Sowahd	0	0	0	0	0	0	0	0
G10090_5768	12461	Cct2	7814	6729	4001	5104	7351	8002	7522	7834
G10090_23009	57738	Slc15a2	424.52	554.89	429.42	594.87	478.44	425.36	291.58	379.18
G10090_19844	66059	Krtcap2	788	612	445	496	711	794	839	815
G10090_5430	257632	Nod2	22	24	42	49	79	72	91	74
G10090_19704	68794	Flnc	0	1	0	0	0	2	0	0
G10090_239	268739	Arhgef40	8	4	5	12	21	28.06	9	4
G10090_25930	17995	Ndufv1	1174	968	619	718	1029	1156	926	924
G10090_23183	20299	Ccl22	46	14	7	5	88	76	9	3
G10090_24728	14670	Gnl1	1524	1261	856.63	1036.62	1594	1677.7	1564	1390.59
G10090_11740	12389	Cav1	1	0	3	7	0	0	4	0
G10090_9287	56384	Letm1	1978	1705	1061	1409	1919	1810	1496	1457
G10090_1210	68044	Chac2	56	55	27	25	61	47	14	16
G10090_4338	228421	Kif18a	123	126	42	70	161	132	60	51
G10090_2605	69655	Cd164l2	1	0	0	0	2	2	0	0
G10090_11323	21956	Tnnt2	0	0	0	2	0	0	0	0
G10090_13792	105242435	Gm38704	5	1.72	0	3.93	11.62	4.5	0	2.56
G10090_138	17996	Neb	6	14	18	15	56	32	38	36
G10090_14557	68215	Fam98b	863	685	549	571	883	866	538	528
G10090_20684	98732	Rab3gap2	1063.36	953.97	638.55	976.08	1225.44	1185.14	745.82	744.94
G10090_20229	69587	Pcgf3	351	349	327	416	311	343	280	284
G10090_22218	70757	Hacd2	869	633	474	512	508	551	248	304
G10090_28308	547154	H2al1k	0	0	0	0	0	7	0	0
G10090_18567	242860	Rsbn1l	1563	1532	2519	3052	1709	1674	2484	2485
G10090_9759	214575	Tdrd5	0.96	0	1	0	0	0	2	0
G10090_15251	68653	Samm50	1559	1365	826	967	1372	1524	1221	1223
G10090_27486	21647	Tcte3	0.21	10	1.41	0	0	0	0	0
G10090_21445	53883	Celsr2	37	45	35	81	175	154	207	175
G10090_21800	68777	Tmem53	4	2	0	1	1	3	0	0
G10090_21484	66525	Timm50	866	697	389	421	695	809	525	495
G10090_14258	18506	Pax4	0	0	0	0	0	0	0	0
G10090_20953	67920	Mak16	1453.45	1338.49	820.86	1109.58	1325.97	1391.42	1596.1	1613.36
G10090_1910	14417	Gad2	48.74	43.95	73.79	116.59	35.86	40.48	80.57	78.99
G10090_246	545428	Ccdc141	130	162	17	27	177	145	8	11
G10090_21412	104943	Fam110c	1	2	1	2	10	6	0	0
G10090_29544	104080	Nxph4	0	0	0	2	0	1	0	0
G10090_710	11423	Ache	1	0	0	2	11	5	3	5
G10090_15914	18648	Pgam1	5844	4670	2875	3507	6819	7168	2106	2332
G10090_16947	66681	Pgm1	587.6	585.01	428.25	549.95	707.47	794.09	524.05	499.12
G10090_11457	236920	Stard8	1	2.23	4	14.01	8	6.87	9	4
G10090_900	12651	Chkb	1132	1147	1323	1883	1210	1307	1500	1672
G10090_30243	213171	Prss27	1	0	0	1	1	0	0	0
G10090_22648	14579	Gem	1109	962	1275	1803	2340	2684	1628	1672
G10090_24153	101835	AW146154	123.05	122.06	94.65	83.15	103.82	96.29	68.18	52.57
G10090_5021	74603	Cd200r3	1.74	2	3	13	56	61	10	6
G10090_21692	225791	Zadh2	1411	1213	914	1082	898	771	523	526
G10090_15305	15361	Hmga1	6490.26	5193.44	3122.06	3421.54	4320.75	4700.09	2825.43	2683.55
G10090_5586	246179	Fktn	130.23	129.15	112.61	133.92	83.12	67.7	71.42	83.31
G10090_26755	228790	Asxl1	3147	2954	2409	3464	3609	3301	2652	2536
G10090_12905	105242433	Gm38702	4.55	0	3.52	9.23	4.54	4.49	6.55	6.51
G10090_10988	67706	Tmem179b	780.19	642.65	554.27	714.15	663.57	778.47	614.12	595.85
G10090_18938	16205	Gimap1	3460.8	2943.33	2666.03	2754.45	2660.48	2918.32	1761.53	1659.85
G10090_4933	70257	Atp5mpl	881	739	448	484	932	942	802	876
G10090_1221	195209	Zfp469	2	0	1	1	1	2	1	2
G10090_11334	100043861	Klrb1	0	1	1	0	4	4	0	1
G10090_29214	84035	Kremen1	3762.1	3862.06	1940.66	2411.99	2148	1930.99	1004	903
G10090_12647	237754	Btnl9	2	2	0	0	2	0	0	0
G10090_18443	66508	Lamtor1	1409	1179	808	856	1222	1421	793	797
G10090_28281	22218	Sumo1	1774	1756	1184	1338	1855	1917	1595	1767
G10090_16982	12977	Csf1	76	71	122	153	400	420	64	69
G10090_23254	66914	Vps28	2235	1864	2033	2242	2089	2168	2017	2233
G10090_3862	72776	Sass6	282.44	229.56	172.39	210.53	233.32	202.52	121.24	116.88
G10090_1121	237353	Sh3rf3	7.45	3.15	8.26	10.69	2.99	2.03	9.15	7.1
G10090_2697	75782	Lca5	15	14	17	13	40	45	58	72
G10090_3657	108168884	Gm37500	2.12	4.14	2.04	1.06	5.38	4.35	0	2.13
G10090_3380	320208	Tmem91	23.67	27.78	17.22	31.14	20.75	23.21	33.63	28.86
G10090_17181	76007	Zmym2	1663.96	1559.2	1402.05	2224.62	1641.43	1506.23	2318.39	2521.41
G10090_33881	15978	Ifng	2134	2501	2794	3755	3521	3812	612	839
G10090_5732	72128	2610008E11Rik	352	358	336	359	285	314	216	222
G10090_15060	225870	Rin1	8.41	12.68	24.26	40.5	25.97	22.83	28.25	22.53
G10090_8373	218989	Tmem260	593	551	325	456	529	500	516	432
G10090_17078	233895	Prr14	2169.02	2024.18	2817.75	3784.08	2246.42	2464.86	2985.34	2995.68
G10090_879	27054	Sec23b	1552	1338	1088	1356	1647	1690	1302	1161
G10090_15443	23920	Insrr	8	11	109	111	40	43	6	4
G10090_11886	56442	Serinc1	1934	1737	2179	2517	1814	1726	1894	1779
G10090_19108	13681	Eif4a1	13503	11473	7200	8116	11742	12012	10624	10326
G10090_13828	56284	Mrpl19	709.56	578.92	399.44	421.33	614.98	660.59	503.72	526.25
G10090_15745	18567	Pdcd2	634	551	374	433	499	561	679	640
G10090_21733	105245381	Gm40847	0.87	9.79	3.77	3.71	0	18.77	0	0
G10090_16779	67676	Rpp21	375	329	237	302	365	404	370	430
G10090_20772	269717	Orai2	4064	3598	3767	5039	3142	3114	6484	6132
G10090_1869	102637782	Gm34507	4	4	3	10	4	8	6	9
G10090_19747	15033	H2-T18	3.93	10.7	11.13	12.13	5.93	7.97	19.37	11.33
G10090_8494	63959	Slc29a1	1754	1374	478	545	1209	1250	759	795
G10090_30334	12359	Cat	2495	2127	1439	1870	2068	2246	1618	1645
G10090_7923	317653	Klk14	0.56	4.6	0	7.11	0	2.04	0.14	0
G10090_6086	101565	Ccp110	274	270	194	321	455	368	224	194
G10090_2819	330188	Ccdc63	7	4	1	2	14	9	3	1
G10090_5230	320974	Lrrn4	1	1	0	0	4.01	2	5.03	7.03
G10090_17887	258364	Olfr976	12.17	11.46	14.3	19.21	26.06	10.14	13.05	9.16
G10090_6369	64385	Cyp4f14	0	0	0	0	0	1.03	0	0
G10090_1437	239420	Csmd3	0	0	0	0	0	0	0.87	0
G10090_19254	72772	Rint1	243.48	269.47	285.83	417.11	274.18	285.28	465.68	479.58
G10090_5318	330914	Arhgap32	31	35.96	654.85	934	257.01	196	30.94	27.08
G10090_16755	264064	Cdk8	927	800	492	628	933	946	683	692
G10090_14354	77219	Ptgr2	809.42	751.9	418.03	476.58	742.01	685	287	298.01
G10090_13125	231999	Plekha8	43.55	40.95	87.14	127.29	289.51	283.38	33.15	18.77
G10090_6114	226154	Lzts2	17.98	17.25	13.74	19.41	42.85	35.81	39.04	43.03
G10090_31454	102632737	Gm30732	8	7	8	10	8	20	6	5
G10090_7560	77521	Mtus2	41	36	5	5	91	80	15	17
G10090_25070	76299	Erp44	1765	1708	1238	1487	1951	2129	1520	1536
G10090_31202	432770	Rslcan18	18.52	9.26	7.03	24.74	17.01	7.28	11.87	2.28
G10090_15047	102641086	LOC102641086	0	0	2.04	0	0	0	0	6.39
G10090_7457	18573	Pde1a	2	1	0	3	4.77	4.13	2.93	0
G10090_14826	76789	Mzt1	960.17	913.8	687.69	890.61	981.66	954.28	731.73	803.11
G10090_8075	78459	1700057G04Rik	0	1	2	0	0	0	0	0
G10090_9966	14783	Grb10	2	3	0	3	17	10	1	0
G10090_11580	74018	Als2	412.33	374.69	444.11	629.46	597.16	601.39	440.72	392.58
G10090_19948	170745	Xpnpep2	7	3	0	0	4	4	0	1
G10090_395	213556	Plekhh2	11.43	10.88	20.64	26.27	5.14	11.16	7.93	14.69
G10090_4009	69635	Dapk1	1	1	7	7	5	8	100	88
G10090_33878	69454	Clic3	7	8	8	10	4	4	11	14
G10090_16624	14450	Gart	1880	1699	843	975	1580	1568	1483	1343
G10090_16989	280621	Selenov	0	0	0	0	1	0	0	0
G10090_231	207165	Bptf	4119	3486	3298	5668	4586	3643	5229	4966
G10090_14679	14043	Ext2	1167	1079	711	865	1367	1403	1203	1210
G10090_21782	63955	Cables1	159	127	556	714	364	392	15	25
G10090_12756	14276	Folr2	1	1	1	1	2	1	1	1
G10090_33448	102636690	Gm33691	2	3	3	6	3	4	4	8
G10090_2918	14402	Gabrb3	0	0	0	0	1	1	0	0
G10090_13536	232431	Gprc5a	2	2	2	3	18	16	10	1
G10090_21606	67307	Pbld2	5.61	2	5	3.7	2	6	16.47	10.62
G10090_5690	102103	Mtus1	1	3	13	20	41	28	5	13
G10090_23197	266781	Snx17	1805	1672	1223	1410	1787	1870	1389	1385
G10090_5474	17256	Mea1	937.39	859.79	622.54	741.65	840.67	954.77	537.49	585.49
G10090_12489	15562	Htr4	0	0	6.01	2.1	3	8.49	1.04	2.05
G10090_9241	20016	Polr1c	920	796	563	636	816	980	789	899
G10090_2798	170740	Zfp287	234.02	211.44	455.68	632.85	374.36	362.61	550.54	492.86
G10090_14670	230590	Zyg11a	0.21	0	0	0	0	0	0	1
G10090_12305	13077	Cyp1a2	0	0	0	0	1	0	0	0
G10090_24197	71876	Cenpu	76.51	81.61	49.15	75.2	113.9	109.68	39.68	63.32
G10090_3467	12057	Opn1sw	2	5	4.91	0	0	1	4.85	1
G10090_17239	74998	Rab11fip2	354	342	421	590	289	228	474	380
G10090_26426	66898	Baiap2l1	3	1	3	4	3	4	1	2
G10090_15200	228858	Gdap1l1	1	0	0	0	0	1	3	0
G10090_2585	67184	Ndufa13	1473.94	1294.42	903.04	948.13	1343.97	1699.04	1102.45	1065.07
G10090_1682	319217	Vmn2r7	0	0	0	0	0	0	0	0
G10090_8249	71721	Fam13c	1	0	0	0	0	0	2	0
G10090_4741	76820	Fam49a	1437	1367	1039	1335	877	793	716	746
G10090_13588	208188	Ghsr	0	0	0	1	2	1	0	0
G10090_8091	435391	Dupd1	0	0	0	0	0	0	1	0
G10090_14452	100043645	Gm4567	0	0	11.59	8.69	3	2	5.98	7
G10090_28598	75495	Morn5	0	0	0	0	0	0	0	0
G10090_14190	70361	Lman1	776	709	444	478	811	787	347	303
G10090_25452	18938	Ppp1r14b	1403	1354	641	715	1467	1959	1393	1360
G10090_15953	23969	Pacsin1	3195	2847	1058	1043	2010	2041	1602	1083
G10090_29392	215723	Mfsd6l	0	0	1	0	0	1	0	0
G10090_2053	54169	Kat6b	704	624.03	705	1036	667	505	800	743
G10090_26481	17060	Blnk	15	5	9	10	102	99	7	9
G10090_33354	619547	Rpl34-ps1	1.66	7.55	0	0	6.92	6.33	2.89	13.23
G10090_9463	94191	Adarb2	200.3	214.8	212.36	187.45	233.26	292.16	162.57	165.81
G10090_12693	107751	Prrxl1	0	1	0	1	0	0	0	1
G10090_26387	93876	Pcdhb5	10.48	12.69	9.98	8.18	6.89	6.21	5.26	7.58
G10090_402	241634	Spdye4c	0	0	0	1	1	0	0	1
G10090_3311	66979	Pole4	1278.24	1111	994	1222	951.65	1185	1004.46	1214
G10090_3015	16512	Kcnh3	1	1	2	5	2	2	68	37
G10090_11589	11852	Rhob	2289	2078	2806	4344	3153	3513	2557	2630
G10090_3833	209446	Tfe3	979	822	492	688	1017	1056	819	755
G10090_11935	213527	Pth2r	2	1	0.94	3.31	2	0	1	0
G10090_21765	235712	Mrgpra2b	1	0	0	5	7	12	0	0
G10090_22191	67044	Higd2a	1210	924	580	708	1135	1315	823	911
G10090_10243	107581	Col16a1	0	0	0	0	2	4	3	0
G10090_29960	12608	Cebpb	516	429.01	1040.04	1396	1671	2144	3578	2753
G10090_4368	20684	Sp100	7371.34	6775.06	7806.44	9303.65	7989.98	7814.24	11049.61	10174.48
G10090_17936	54615	Npff	7	4	15	17	13	11	24	16
G10090_2427	338365	Slc41a2	1	4	0	6	6	12	3	4
G10090_24363	66129	Aaed1	279	216	270	341	223	257	577	641
G10090_4908	50931	Il27ra	3969	3378	2646	3138	3234	3357	5394	5136
G10090_33960	269261	Rpl12	33903	29410	21176	22385	27214	29717	62755.99	63507
G10090_1409	192656	Ripk2	694	667	701	762	544	578	410	418
G10090_16874	71984	Sars2	383	392	137	201	377	409	382	419
G10090_16594	55985	Cxcl13	29	32	2	3	10	12	0	1
G10090_28188	100040608	Fancf	159	143	181	174	126	153	66	74
G10090_5703	11856	Arhgap6	1	1	2	6	6	5	7	17
G10090_8343	272538	Tango6	182	149	76	169	185	177	155	164
G10090_21958	26926	Aifm1	647	646	338	459	614	666	314	328
G10090_6864	140577	Ankrd6	0	2	4	9	6	5	12	17
G10090_4367	382867	Zfp488	2038.54	2242.11	2929.35	3633.32	2258.04	2186.7	2617.79	2876.88
G10090_30601	107197	Uqcc3	587	436	164	201	418	505	391	411
G10090_22794	53945	Slc40a1	46	33	89	89	80	95	170	143
G10090_12191	66291	Smim8	345	287	122	132	253	316	153	151
G10090_2126	100862324	LOC100862324	0	0.31	5.39	0	0	0	0.94	0
G10090_3526	235315	Rnf214	973.05	869.53	730.85	985.93	869.1	744.47	822.74	719.44
G10090_19916	17381	Mmp12	6	0	1	1	11	13	1	0
G10090_16093	22612	Yes1	0	2	4	0	6	3	12	15
G10090_7448	73919	Lyrm1	62	55	46	33.06	70.44	63	46.01	42.03
G10090_10030	21420	Tfap2c	0	0	0	0	2	0	0	0
G10090_24748	12768	Ccr1	7	3	33	50	51	72	22	18
G10090_17442	22004	Tpm2	1	1	1	0	3	4	2	3
G10090_17652	192212	Prom2	0	0	0	0	0	0	0	0
G10090_6491	233040	Fbxo27	1	5	0	1	13	8	7	7
G10090_10142	69612	Kansl2	1639.21	1385.88	1190.41	1462.8	1471.01	1510.67	1255.06	1197.33
G10090_13646	214616	Spata5l1	272	272	316	396	303	332	578	589
G10090_31415	100040671	Gm2897	0	26.72	0	11.8	8.13	0	0	0
G10090_1245	54604	Pcnx	1019	969	1129	1553	813	834	1276	1020
G10090_29274	18994	Pou3f4	3.14	13.88	11.63	9.7	8.23	1.7	7.08	13.11
G10090_2983	271564	Vps13a	2467.32	2639.2	2109.18	3280.1	3003.1	2292.37	2972.38	2903.25
G10090_7085	13626	Eed	919	765	622	812	950	984	1122	1138
G10090_10956	208869	Dock3	5	5	3	3	9	15	7	6
G10090_19544	69066	1810010H24Rik	7	7	5	7.03	14.99	13.05	5.01	1
G10090_16013	17218	Mcm5	2641.54	2099.03	676.6	926.15	2860.7	2972.54	977.41	923.39
G10090_1372	67112	Fgf22	1	2	4	3	3	3	6	3
G10090_1402	328162	Trmt61a	274.48	266.1	197.27	183.44	190.63	201.99	388.23	309.8
G10090_6337	232288	Frmd4b	97	65	58	78	602	574	302	176
G10090_25615	101056241	Gm29808	0	0	0	0	0	0	0	0
G10090_17697	60507	Qtrt1	318.06	300.11	228	237.36	281.94	339.05	440.02	504.27
G10090_7654	15202	Gml2	0	0	0	0	0	0	0	0
G10090_10740	215512	Fam117a	2703	2274	2482	3083	1295	1392	2909	2533
G10090_14669	50787	Hs6st3	5	4.01	0	1	2.99	1	0	0
G10090_15401	546325	Gm5936	0	0	0	0	0	0	0	0
G10090_2951	272643	Prss43	5	1.82	1	2.98	1.02	1	1.01	1
G10090_9322	93838	Dqx1	67.81	101.72	120.23	165.88	103.95	104.65	154.35	135.35
G10090_4725	76899	Golga1	229	276	209.24	247	177	190	200	187
G10090_27688	319974	Auts2	1.14	0.32	0	1.74	2.02	8	18.01	18.9
G10090_5147	109332	Cdcp1	5	6	4	6	64	40	3	1
G10090_7817	22441	Xlr	15.03	22.52	7.41	1.63	10.26	10.46	18.7	29.2
G10090_4776	110639	Prps2	1729.86	1503.98	1198	1418.85	1708.82	1612.74	2196.99	2279.09
G10090_10805	54352	Irx5	0	0	1	4	0	1	4	1
G10090_1197	26425	Nubp1	1147.92	1037.47	513.33	537.86	925.45	1091.61	837.69	783.25
G10090_6026	74239	Iqce	537	480	376	576	596	571	901	868
G10090_14748	14544	Gda	13.12	5.11	49.18	67.55	92.34	96.48	37.53	40.22
G10090_4854	101488	Slco2b1	5	6	9	4	11	12	24	20
G10090_22291	229474	Fhdc1	24	17	5	8	35	35	11	16
G10090_6833	70762	Dclk2	131	141	1023	1285	185	194	142	163
G10090_5647	19650	Rbl1	1316	1183	1485	1988	1247	1153	1458	1376
G10090_15296	16647	Kpna2	1600	1350	466	556	1756	1774	384	414
G10090_12250	269198	Nbeal1	252	248	232.81	425.86	401.22	286	344.02	352
G10090_11362	237716	Gpr75	6.74	8.47	6.92	3.35	6.55	8.45	3.7	5.94
G10090_11783	232232	Hdac11	14	11	16	21	20	29	25	26
G10090_3581	66625	Pnisr	2126.58	2011.65	1588.1	2294.65	1624.78	1599.75	1741.62	1735.59
G10090_7959	330460	Tmem150b	1	2	0	3	2	1	2	1
G10090_18497	107568	Wwp1	487	414	412	473	447	469	824	823
G10090_1430	17535	Mre11a	962.61	800.51	522.87	752.73	831.35	805.23	535.73	565.21
G10090_11319	56085	Ubqln1	2688	2561	2453	3445	3370	3308	3568	3643
G10090_17119	16421	Itgb7	6888	6339	5863	7139	8245	8644	12919	11347
G10090_16638	26888	Clec4a2	10.84	8.26	12.91	35.64	27.1	25.9	18.27	16.82
G10090_14793	75497	Fabp12	22	16	23	31	22	12	22	24
G10090_9833	12292	Cacna1s	43	39	54	42	60	63	3	3
G10090_17490	226041	Pgm5	0	0.01	0	0	0	0	0	0
G10090_6429	18548	Pcsk1	0	1	5	3	1	0	37	31
G10090_28209	12177	Bnip3l	4478	3628	3237	4041	3916	3856	2570	2965
